acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,times
-0.24,-1.61,9.6,0,-0.19,0.12,-24.5,6.06,-46.38,6:57:48
-0.22,-1.6,9.57,0,-0.12,0,-25.25,6.5,-46.69,6:57:48
-0.24,-1.61,9.58,0,0.06,0,-24.5,6.06,-46.38,6:57:48
-0.23,-1.6,9.59,-0.12,0.06,0.06,-24.87,6.75,-46.75,6:57:48
-0.24,-1.59,9.61,0,0.12,0.06,-26,6.5,-46.38,6:57:48
-0.23,-1.6,9.6,0,0,-0.12,-26,6.75,-46,6:57:48
-0.23,-1.6,9.57,0,0.06,0,-25.69,6.75,-46.38,6:57:49
-0.23,-1.59,9.59,0.06,-0.12,0,-25.25,6.06,-46.38,6:57:49
-0.24,-1.59,9.59,0.06,0,0.06,-25.69,6.75,-45.69,6:57:49
-0.23,-1.59,9.6,-0.19,0,0.06,-24.87,6.06,-45.19,6:57:49
-0.24,-1.6,9.6,0,0.06,0.06,-24.87,5.75,-46.38,6:57:49
-0.24,-1.59,9.57,-0.06,0.06,0.06,-26,6.75,-46.38,6:57:49
-0.25,-1.6,9.58,0.06,-0.19,0.12,-24.87,6.75,-46,6:57:50
-0.24,-1.62,9.59,0,0.06,0,-25.25,7.56,-46.75,6:57:50
-0.24,-1.59,9.57,0,0.06,0.12,-25.69,6.06,-46,6:57:50
-0.22,-1.59,9.59,0,-0.06,0.06,-25.69,6.75,-47.19,6:57:50
-0.25,-1.59,9.55,-0.06,0,0.06,-24.87,6.75,-46,6:57:50
-0.24,-1.59,9.58,0.06,-0.12,0.12,-25.69,6.5,-46,6:57:50
-0.24,-1.58,9.59,-0.06,0.06,0,-25.69,6.5,-46,6:57:51
-0.23,-1.58,9.61,0,0.12,0,-24.87,6.75,-47.56,6:57:51
-0.23,-1.6,9.61,0.06,0.12,0.06,-25.25,6.06,-47.56,6:57:51
-0.23,-1.58,9.56,0,-0.06,0.06,-24.87,6.75,-46,6:57:51
-0.24,-1.59,9.6,0,0.06,0,-25.69,7.19,-46.75,6:57:51
-0.23,-1.59,9.59,0,0.06,0.06,-26,5.75,-46,6:57:51
-0.22,-1.59,9.62,0,0,0,-26,6.06,-45.19,6:57:51
-0.23,-1.59,9.59,0,-0.06,0,-25.25,7.56,-45.19,6:57:52
-0.24,-1.58,9.58,0,-0.06,-0.12,-25.69,6.06,-46.38,6:57:52
-0.24,-1.6,9.6,-0.06,0,-0.06,-25.25,6.75,-46.38,6:57:52
-0.24,-1.59,9.61,0,-0.06,-0.06,-25.69,7.19,-45.56,6:57:52
-0.24,-1.6,9.6,0.06,0,0,-25.69,6.5,-47.88,6:57:52
-0.22,-1.6,9.62,0,-0.06,0,-25.25,7.19,-46.75,6:57:52
-0.24,-1.58,9.6,0.06,0.12,0.12,-24.5,6.06,-46.75,6:57:53
-0.24,-1.61,9.57,0.06,0.06,0,-25.25,6.75,-46.75,6:57:53
-0.24,-1.6,9.59,-0.06,0,0,-24.87,6.06,-46.38,6:57:53
-0.23,-1.59,9.61,0,0.06,0,-25.25,6.75,-46.38,6:57:53
-0.23,-1.6,9.58,-0.06,0,0,-26,7.19,-45.19,6:57:53
-0.25,-1.57,9.61,-0.06,0.06,0,-25.69,6.75,-46.38,6:57:53
-0.24,-1.59,9.6,-0.06,0,-0.06,-25.25,6.06,-45.56,6:57:54
-0.24,-1.6,9.59,-0.06,0,0,-24.5,5.75,-45.56,6:57:54
-0.24,-1.61,9.61,-0.06,0,-0.06,-25.69,6.75,-46,6:57:54
-0.24,-1.58,9.59,0.06,-0.06,0.12,-26.37,7.19,-46.38,6:57:54
-0.21,-1.61,9.59,0.12,-0.19,0.06,-25.69,6.06,-46.38,6:57:54
-0.22,-1.58,9.57,-0.06,0.06,0.06,-25.25,6.06,-46,6:57:54
-0.23,-1.58,9.58,-0.06,0.06,0.06,-26,6.75,-46.38,6:57:55
-0.23,-1.58,9.59,0,-0.06,0.12,-25.69,6.75,-46,6:57:55
-0.23,-1.58,9.61,0,-0.06,0,-25.25,6.5,-46.38,6:57:55
-0.24,-1.6,9.55,-0.06,0.12,-0.12,-25.69,6.5,-46.38,6:57:55
-0.24,-1.58,9.59,-0.06,0,0.06,-25.69,7.19,-46,6:57:55
-0.25,-1.59,9.6,-0.06,-0.06,-0.06,-24.5,5.75,-46,6:57:55
-0.24,-1.61,9.6,0.12,0.12,-0.06,-25.25,6.5,-46,6:57:55
-0.23,-1.59,9.57,0,0,0.12,-25.25,6.75,-46.06,6:57:56
-0.23,-1.6,9.59,0,0,0,-25.69,6.5,-46.38,6:57:56
-0.23,-1.58,9.6,0,0,0.06,-26,6.75,-46.38,6:57:56
-0.24,-1.59,9.6,0.06,-0.06,0,-25.69,6.06,-47.19,6:57:56
-0.22,-1.61,9.62,0,-0.06,0.12,-24.5,5.75,-46.75,6:57:56
-0.22,-1.6,9.62,0.06,0,-0.06,-25.25,7.19,-45.56,6:57:56
-0.24,-1.6,9.56,-0.12,0.19,0,-25.69,6.06,-46.38,6:57:57
-0.23,-1.61,9.6,-0.06,0.06,0.12,-25.69,7.19,-45.56,6:57:57
-0.24,-1.59,9.61,-0.12,0.19,-0.06,-25.25,6.06,-46.38,6:57:57
-0.24,-1.59,9.59,-0.06,0,0.12,-26,6.5,-45.56,6:57:57
-0.24,-1.59,9.59,-0.12,-0.06,0,-25.25,6.06,-46.75,6:57:57
-0.23,-1.58,9.59,0.12,-0.06,-0.06,-24.87,6.06,-46.38,6:57:57
-0.24,-1.59,9.6,0.06,-0.06,0.06,-25.25,6.75,-46.75,6:57:58
-0.26,-1.61,9.6,-0.06,-0.06,0,-24.5,6.5,-46.38,6:57:58
-0.24,-1.61,9.59,0.06,-0.06,0.06,-25.25,6.5,-46.75,6:57:58
-0.23,-1.61,9.62,-0.06,0,-0.06,-25.25,6.75,-46.38,6:57:58
-0.22,-1.61,9.55,0,0.06,-0.06,-26,6.75,-46.75,6:57:58
-0.24,-1.59,9.61,0,0.06,-0.06,-26,6.5,-46.75,6:57:58
-0.24,-1.61,9.59,0.12,0.12,0,-26,6.5,-45.19,6:57:59
-0.22,-1.61,9.59,0,-0.06,0,-24.87,6.75,-45.19,6:57:59
-0.24,-1.58,9.6,0.06,-0.06,0.06,-26,6.06,-46.38,6:57:59
-0.22,-1.6,9.56,-0.12,0.06,0.06,-24.87,6.06,-46.06,6:57:59
-0.24,-1.59,9.61,0,-0.12,0,-25.69,6.5,-46,6:57:59
-0.24,-1.59,9.59,0.06,0,0.06,-25.69,6.06,-47.19,6:57:59
-0.23,-1.61,9.6,0,-0.06,0.12,-24.87,6.5,-46.06,6:57:59
-0.24,-1.62,9.59,0.06,0,0.19,-25.25,6.06,-46.75,6:58:00
-0.23,-1.58,9.59,0,0,0,-25.25,6.75,-46,6:58:00
-0.25,-1.58,9.58,0,0,0.06,-25.69,6.75,-46.75,6:58:00
-0.22,-1.58,9.59,0,0,0.06,-25.25,6.5,-46.75,6:58:00
-0.22,-1.59,9.61,-0.19,0,0,-25.25,6.75,-46.38,6:58:00
-0.23,-1.59,9.61,0,0,0.06,-24.87,6.5,-46.75,6:58:00
-0.24,-1.6,9.6,-0.06,0.06,-0.06,-25.25,6.06,-47.56,6:58:01
-0.24,-1.61,9.6,-0.06,0.06,0,-25.25,6.06,-46,6:58:01
-0.24,-1.6,9.61,0.06,-0.12,0,-25.25,6.06,-45.56,6:58:01
-0.24,-1.6,9.61,-0.06,0,0.06,-24.87,6.06,-46.06,6:58:01
-0.24,-1.6,9.59,0,0.06,0.06,-24.5,7.19,-46.75,6:58:01
-0.24,-1.59,9.59,0.06,-0.06,0,-25.69,6.5,-46.38,6:58:01
-0.26,-1.58,9.56,-0.06,-0.12,0.06,-24.87,6.5,-46.06,6:58:02
-0.23,-1.61,9.62,-0.06,-0.06,0.06,-25.69,5.75,-45.56,6:58:02
-0.24,-1.59,9.58,-0.06,0,-0.06,-25.25,6.5,-46,6:58:02
-0.23,-1.6,9.6,0,0,0.12,-24.5,6.06,-46,6:58:02
-0.23,-1.6,9.58,-0.06,0.06,-0.06,-25.69,6.75,-46.38,6:58:02
-0.22,-1.61,9.59,-0.06,0.06,0.06,-24.87,6.5,-46.38,6:58:02
-0.23,-1.6,9.59,0.06,-0.12,0,-25.69,6.5,-45.19,6:58:03
-0.24,-1.58,9.59,0,0.06,-0.06,-25.69,5.75,-47.19,6:58:03
-0.22,-1.58,9.6,0,-0.06,0.06,-25.25,6.5,-46.38,6:58:03
-0.23,-1.62,9.58,0.06,0,0.12,-26,6.75,-46.06,6:58:03
-0.24,-1.62,9.6,-0.06,-0.12,0.06,-24.87,5.75,-47.19,6:58:03
-0.25,-1.6,9.61,-0.06,-0.19,0,-24.87,6.75,-45.56,6:58:03
-0.23,-1.58,9.58,0,-0.06,-0.06,-26.37,6.5,-46.75,6:58:03
-0.24,-1.59,9.62,-0.06,-0.06,0,-25.25,6.06,-46.38,6:58:04
-0.24,-1.61,9.58,-0.06,-0.06,0.06,-24.87,6.5,-46.06,6:58:04
-0.22,-1.61,9.56,-0.06,-0.12,-0.06,-26,6.75,-45.56,6:58:04
-0.24,-1.61,9.61,-0.06,-0.06,0,-25.25,6.75,-46.38,6:58:04
-0.22,-1.59,9.59,-0.06,0,0.06,-25.69,6.75,-46.69,6:58:04
-0.24,-1.59,9.59,-0.06,-0.06,0,-25.25,6.75,-46.75,6:58:04
-0.21,-1.58,9.57,0,-0.12,0.12,-24.87,6.5,-46.38,6:58:05
-0.23,-1.6,9.61,0,0.06,0,-24.5,6.06,-45.19,6:58:05
-0.23,-1.61,9.62,0.06,-0.06,0.06,-25.25,6.06,-47.19,6:58:05
-0.24,-1.6,9.59,-0.06,0.12,-0.12,-25.69,6.5,-46.38,6:58:05
-0.24,-1.58,9.6,0,0,-0.06,-25.25,6.5,-46.38,6:58:05
-0.25,-1.59,9.59,0.06,0.06,-0.06,-24.87,6.75,-47.56,6:58:05
-0.24,-1.6,9.57,0.06,-0.06,0.12,-24.87,6.06,-46,6:58:06
-0.24,-1.6,9.6,0,0,0,-25.69,7.19,-46.75,6:58:06
-0.24,-1.58,9.59,0.06,0,0.12,-24.5,6.75,-46.75,6:58:06
-0.24,-1.59,9.59,0,0.12,-0.06,-25.25,6.06,-46,6:58:06
-0.24,-1.59,9.59,-0.06,0.12,-0.06,-24.87,6.75,-46.69,6:58:06
-0.23,-1.58,9.59,0,0.06,0,-24.87,6.06,-45.56,6:58:06
-0.23,-1.6,9.6,-0.06,0.12,-0.12,-24.5,7.19,-46.38,6:58:07
-0.24,-1.6,9.59,0,0,-0.06,-24.87,6.5,-47.19,6:58:07
-0.24,-1.58,9.59,0,-0.06,-0.12,-24.87,6.06,-46.38,6:58:07
-0.21,-1.59,9.57,0,-0.06,0,-24.87,6.5,-46.38,6:58:07
-0.24,-1.59,9.59,-0.06,0.12,0.06,-24.87,6.5,-46.06,6:58:07
-0.22,-1.62,9.58,0.06,0.12,0,-25.25,6.75,-47.56,6:58:07
-0.22,-1.59,9.6,-0.06,0.06,-0.06,-26,6.75,-46.75,6:58:07
-0.24,-1.6,9.6,0.06,-0.12,0.06,-24.87,6.06,-46.38,6:58:08
-0.23,-1.58,9.57,-0.06,0,-0.12,-25.25,6.75,-46.38,6:58:08
-0.24,-1.6,9.62,0,0,0.06,-25.25,6.75,-46.38,6:58:08
-0.24,-1.61,9.6,0.06,0,0.06,-25.69,6.75,-46.75,6:58:08
-0.23,-1.58,9.6,-0.06,0,0,-24.87,6.5,-47.19,6:58:08
-0.23,-1.58,9.62,0,0.06,0.06,-25.25,6.5,-46.38,6:58:08
-0.26,-1.59,9.58,-0.06,-0.06,0.06,-24.5,6.5,-46.75,6:58:09
-0.24,-1.6,9.59,-0.06,0.12,0.06,-24.87,6.75,-47.19,6:58:09
-0.22,-1.58,9.63,-0.06,0.06,0,-25.25,6.5,-46.06,6:58:09
-0.24,-1.62,9.6,-0.12,0,0.06,-24.5,6.75,-46.38,6:58:09
-0.24,-1.59,9.61,-0.06,0.06,-0.06,-24.87,6.5,-46.38,6:58:09
-0.25,-1.6,9.57,0,0.06,0.06,-24.87,6.06,-46.38,6:58:09
-0.22,-1.61,9.59,0,0,0,-25.25,6.75,-46.75,6:58:10
-0.24,-1.59,9.6,0.06,0,0.06,-24.87,6.75,-45.56,6:58:10
-0.24,-1.59,9.62,0.06,0.12,-0.06,-25.25,6.5,-45.56,6:58:10
-0.23,-1.6,9.58,0,-0.06,-0.06,-24.19,6.75,-46.75,6:58:10
-0.24,-1.6,9.61,0.06,-0.06,0.12,-25.25,6.75,-46,6:58:10
-0.24,-1.59,9.6,-0.06,0,-0.06,-24.87,6.06,-45.56,6:58:10
-0.24,-1.59,9.59,0,0.12,0,-25.69,6.06,-46,6:58:11
-0.24,-1.6,9.6,-0.06,0.06,0,-25.25,6.75,-47.19,6:58:11
-0.24,-1.58,9.6,0,0.06,0.06,-24.19,6.06,-47.19,6:58:11
-0.24,-1.59,9.59,0,-0.12,0,-25.25,6.75,-45.56,6:58:11
-0.24,-1.61,9.6,-0.06,-0.06,0.06,-25.69,6.75,-46.38,6:58:11
-0.24,-1.59,9.6,0.06,0,0.06,-25.25,6.75,-46,6:58:11
-0.23,-1.59,9.6,-0.06,0,0,-25.25,6.06,-46.69,6:58:11
-0.21,-1.61,9.61,0.06,0,-0.06,-25.25,6.5,-47.19,6:58:12
-0.24,-1.61,9.57,-0.06,-0.12,-0.06,-25.25,6.06,-46.75,6:58:12
-0.24,-1.59,9.59,-0.06,0.25,-0.06,-25.25,5.75,-46,6:58:12
-0.24,-1.61,9.6,-0.06,0.12,0,-24.87,6.06,-46.69,6:58:12
-0.24,-1.59,9.62,0.06,0.06,0.06,-25.69,6.5,-46.38,6:58:12
-0.24,-1.61,9.6,-0.06,-0.06,-0.06,-25.69,6.5,-44.88,6:58:12
-0.23,-1.6,9.56,0,0.06,-0.12,-24.87,6.5,-47.19,6:58:13
-0.23,-1.58,9.62,-0.06,-0.06,0,-25.69,6.06,-45.56,6:58:13
-0.24,-1.6,9.62,0.06,0.06,0.06,-25.69,6.5,-46.38,6:58:13
-0.22,-1.58,9.57,0.06,0,0,-25.25,6.5,-45.56,6:58:13
-0.26,-1.59,9.61,0,0,0.06,-24.5,7.19,-47.56,6:58:13
-0.24,-1.6,9.58,0,0.06,-0.06,-24.87,5.75,-46.75,6:58:13
-0.25,-1.59,9.58,0,0.12,0.12,-25.69,6.5,-46.75,6:58:14
-0.23,-1.59,9.59,0.06,-0.12,0,-25.25,6.5,-46.75,6:58:14
-0.25,-1.58,9.59,0.06,0.12,0,-24.87,6.5,-45.56,6:58:14
-0.23,-1.59,9.58,0.06,0.06,-0.06,-24.87,6.5,-45.56,6:58:14
-0.24,-1.58,9.59,0.06,-0.19,-0.06,-24.5,6.5,-47.56,6:58:14
-0.24,-1.58,9.59,0.06,0,0,-24.5,7.19,-47.19,6:58:14
-0.24,-1.63,9.6,0.06,0,-0.06,-24.19,6.06,-46.38,6:58:15
-0.24,-1.62,9.6,-0.06,0,0,-24.5,7.19,-47.56,6:58:15
-0.23,-1.62,9.59,0.06,-0.12,-0.06,-25.69,6.06,-46,6:58:15
-0.24,-1.61,9.59,0.06,0,0,-25.25,7.19,-46.38,6:58:15
-0.21,-1.59,9.6,0.12,0.06,0,-25.25,6.5,-46.75,6:58:15
-0.24,-1.61,9.6,0.12,-0.06,-0.06,-25.69,6.5,-46,6:58:15
-0.24,-1.6,9.61,-0.06,0,0.06,-25.25,6.5,-45.56,6:58:15
-0.24,-1.6,9.57,0.06,-0.12,-0.06,-24.87,6.75,-46.75,6:58:16
-0.22,-1.6,9.57,0.06,-0.06,0.12,-26,6.5,-47.56,6:58:16
-0.23,-1.59,9.6,0,-0.12,-0.06,-26,6.75,-47.19,6:58:16
-0.24,-1.61,9.61,-0.06,0,0.06,-24.87,6.75,-47.56,6:58:16
-0.24,-1.6,9.6,0.06,0.12,-0.06,-25.25,5.75,-46.38,6:58:16
-0.23,-1.6,9.6,0.12,0,-0.06,-25.69,6.06,-47.19,6:58:16
-0.23,-1.61,9.59,-0.06,0.12,0,-24.87,7.19,-46.75,6:58:17
-0.22,-1.6,9.6,0,0.06,-0.06,-25.69,6.75,-46.75,6:58:17
-0.24,-1.59,9.59,0.06,0.12,0,-24.5,6.5,-46,6:58:17
-0.23,-1.62,9.61,0,0,0.06,-24.87,7.19,-45.56,6:58:17
-0.24,-1.62,9.63,-0.06,0.06,-0.06,-26,6.06,-46.38,6:58:17
-0.23,-1.59,9.57,0.19,0.06,-0.06,-24.5,6.5,-46.38,6:58:17
-0.23,-1.62,9.58,-0.06,0.12,-0.06,-25.69,6.06,-46.38,6:58:18
-0.21,-1.58,9.62,0,-0.06,0,-25.25,6.06,-47.19,6:58:18
-0.25,-1.61,9.62,0.06,-0.19,-0.06,-25.69,6.75,-46.75,6:58:18
-0.24,-1.61,9.57,0.06,0,0,-25.25,6.5,-45.56,6:58:18
-0.22,-1.6,9.6,0,0,0.12,-25.69,6.5,-47.19,6:58:18
-0.23,-1.6,9.6,0.06,-0.12,0,-24.87,6.75,-47.56,6:58:18
-0.25,-1.59,9.6,0.06,0,0.06,-25.69,6.5,-46.38,6:58:19
-0.24,-1.6,9.61,0.06,0,0.06,-23.75,6.75,-47.19,6:58:19
0.21,-1.6,9.61,0,0,0.06,-24.5,7.19,-46.75,6:58:19
-0.24,-1.59,9.58,-0.06,0.12,-0.06,-24.87,6.06,-46.75,6:58:19
-0.26,-1.61,9.6,0.06,0,0,-25.69,6.75,-45.56,6:58:19
-0.24,-1.59,9.61,0.06,0,-0.06,-25.25,6.75,-46.75,6:58:19
-0.24,-1.61,9.58,-0.06,0.06,0,-24.5,6.06,-46.75,6:58:19
-0.23,-1.61,9.57,-0.06,0,0.06,-24.87,6.5,-46,6:58:20
-0.23,-1.61,9.57,-0.06,-0.06,0.06,-25.25,6.5,-47.19,6:58:20
-0.23,-1.62,9.59,0.06,-0.06,0.06,-25.69,6.5,-46,6:58:20
-0.24,-1.61,9.61,0,-0.12,-0.06,-24.5,6.75,-46.75,6:58:20
-0.22,-1.58,9.6,0,0.12,-0.06,-25.69,6.5,-47.88,6:58:20
-0.24,-1.6,9.62,-0.06,-0.06,0,-25.25,6.5,-46.75,6:58:20
-0.22,-1.61,9.57,0,0.06,0.06,-24.87,6.5,-46.75,6:58:21
-0.24,-1.62,9.58,-0.06,-0.06,0.12,-24.87,6.06,-46.06,6:58:21
-0.23,-1.59,9.61,0,0.06,0.06,-25.25,6.5,-45.19,6:58:21
-0.23,-1.59,9.58,-0.06,-0.19,0.06,-24.87,7.19,-46.75,6:58:21
-0.25,-1.58,9.59,-0.12,0,0.12,-25.69,6.5,-46.75,6:58:21
-0.22,-1.6,9.58,0.06,0.12,0.06,-25.69,6.75,-46.75,6:58:21
-0.23,-1.6,9.61,0.06,0,0,-24.5,6.75,-46.75,6:58:22
-0.24,-1.59,9.59,-0.06,0,0,-25.69,6.75,-45.19,6:58:22
-0.23,-1.61,9.62,0,0.06,0.06,-24.87,7.56,-46.75,6:58:22
-0.23,-1.61,9.61,0.06,0,0,-24.5,7.19,-47.19,6:58:22
-0.24,-1.59,9.61,0,-0.19,-0.06,-24.19,7.19,-45.56,6:58:22
-0.23,-1.61,9.6,0.06,0.12,0.06,-25.25,6.06,-46.38,6:58:22
-0.24,-1.6,9.58,0.06,0.06,-0.12,-26,6.75,-46.06,6:58:23
-0.24,-1.6,9.59,0.06,0.12,0,-25.69,6.5,-47.19,6:58:23
-0.24,-1.59,9.61,0,0.19,-0.06,-25.69,6.75,-46.75,6:58:23
-0.22,-1.61,9.58,0.06,-0.19,0.12,-24.87,6.5,-47.56,6:58:23
-0.22,-1.6,9.6,-0.06,0.06,0.06,-24.87,6.06,-47.19,6:58:23
-0.23,-1.62,9.6,0.06,-0.12,0,-25.25,7.56,-46.75,6:58:23
-0.23,-1.6,9.62,0,0.06,0.06,-25.25,6.5,-46.06,6:58:23
-0.23,-1.61,9.57,-0.06,0,0,-24.5,6.5,-47.19,6:58:24
-0.24,-1.61,9.59,0.06,-0.12,0.12,-26,5.38,-45.56,6:58:24
-0.23,-1.6,9.58,0,0.06,0.12,-25.69,7.19,-46.75,6:58:24
-0.21,-1.62,9.6,0,0.06,0.12,-25.25,6.5,-46.38,6:58:24
-0.21,-1.61,9.59,0,0,0.06,-25.25,6.06,-45.56,6:58:24
-0.24,-1.62,9.6,-0.06,0,0.06,-25.25,6.75,-46.38,6:58:24
-0.25,-1.61,9.58,0.06,-0.06,0.06,-24.5,6.5,-46.75,6:58:25
-0.23,-1.6,9.59,-0.12,0.06,0,-25.25,6.5,-46,6:58:25
-0.21,-1.61,9.59,0,0.19,0,-24.87,7.19,-46.38,6:58:25
-0.23,-1.6,9.59,-0.12,0.12,-0.12,-25.25,6.5,-47.19,6:58:25
-0.24,-1.62,9.6,0.06,0,0.06,-24.87,6.06,-46.75,6:58:25
-0.23,-1.61,9.58,-0.06,-0.12,0.12,-25.25,6.5,-46.38,6:58:25
-0.22,-1.62,9.58,0,0,0.06,-25.69,6.75,-45.56,6:58:26
-0.24,-1.58,9.61,0.06,-0.06,0.12,-24.87,7.19,-46,6:58:26
-0.23,-1.6,9.6,0,-0.06,0.12,-24.87,7.19,-46.38,6:58:26
-0.23,-1.59,9.62,0.06,0.12,0,-24.87,6.75,-46,6:58:26
-0.24,-1.6,9.56,0,-0.06,0,-24.5,6.06,-45.19,6:58:26
-0.23,-1.61,9.59,0,0.06,0,-24.87,6.75,-45.19,6:58:26
-0.23,-1.63,9.62,0.06,-0.12,0.06,-24.87,6.5,-47.19,6:58:26
-0.23,-1.61,9.57,-0.12,0.06,-0.06,-24.87,7.56,-47.56,6:58:27
-0.24,-1.6,9.6,0,-0.06,-0.6,-24.87,6.75,-46,6:58:27
-0.23,-1.6,9.59,0,0.06,-0.12,-25.69,6.5,-47.19,6:58:27
-0.24,-1.61,9.58,0,0.06,-0.06,-26,6.75,-47.19,6:58:27
-0.24,-1.61,9.61,0.06,0.12,0,-24.87,7.56,-46.38,6:58:27
-0.25,-1.61,9.59,0,0,0.06,-24.87,5.75,-46.38,6:58:27
-0.23,-1.61,9.59,-0.06,0,0.06,-24.5,7.19,-46.38,6:58:28
-0.24,-1.58,9.57,-0.06,-0.12,-0.12,-25.25,6.5,-46.75,6:58:28
-0.23,-1.6,9.57,-0.06,0.19,-0.19,-25.69,6.06,-46.38,6:58:28
-0.22,-1.62,9.57,0.06,-0.06,-0.06,-25.69,7.19,-46.75,6:58:28
-0.24,-1.61,9.61,-0.06,0,0,-24.87,6.5,-44.5,6:58:28
-0.24,-1.58,9.58,-0.06,0,-0.06,-25.25,6.75,-47.19,6:58:28
-0.24,-1.61,9.57,0,0,-0.06,-25.69,6.5,-46.38,6:58:29
-0.24,-1.59,9.6,-0.06,0.12,0.06,-25.69,6.5,-46.06,6:58:29
-0.24,-1.61,9.62,-0.06,-0.12,0.12,-25.25,6.5,-47.56,6:58:29
-0.24,-1.59,9.59,0.12,-0.06,0.06,-24.87,7.56,-46.06,6:58:29
-0.22,-1.6,9.58,-0.06,0.06,-0.06,-25.69,6.06,-47.19,6:58:29
-0.24,-1.62,9.57,0.06,0.06,-0.19,-24.5,5.38,-46.38,6:58:29
-0.22,-1.61,9.62,0,0,0,-25.25,6.06,-46.75,6:58:30
-0.23,-1.6,9.6,-0.12,0,0,-25.25,6.75,-47.19,6:58:30
-0.24,-1.6,9.6,0,-0.06,0,-25.25,7.56,-46.38,6:58:30
-0.23,-1.6,9.59,0.12,-0.25,0,-25.25,6.75,-46.06,6:58:30
-0.24,-1.59,9.57,-0.06,-0.06,0,-26,6.75,-46.75,6:58:30
-0.25,-1.6,9.58,0,0,-0.06,-25.69,6.5,-45.56,6:58:30
-0.23,-1.58,9.59,0.06,0,-0.06,-24.5,6.75,-47.56,6:58:30
-0.23,-1.59,9.63,0,0.12,0,-24.5,6.5,-47.88,6:58:31
-0.23,-1.6,9.58,-0.06,0.25,0,-24.5,6.06,-46.38,6:58:31
-0.23,-1.62,9.59,0,0.06,0,-25.25,7.19,-46.75,6:58:31
-0.24,-1.59,9.58,0,-0.06,0.06,-25.69,6.5,-46.38,6:58:31
-0.24,-1.59,9.62,0,0.12,0,-24.5,6.5,-46,6:58:31
-0.24,-1.61,9.58,0,0,0.06,-24.87,6.5,-46.38,6:58:31
-0.23,-1.63,9.58,0,0,0,-25.25,6.5,-45.56,6:58:32
-0.25,-1.59,9.55,-0.06,0.06,0,-24.5,6.5,-46,6:58:32
-0.22,-1.62,9.6,0,0,0,-24.5,6.5,-46.38,6:58:32
-0.23,-1.61,9.61,0.06,-0.06,0.06,-25.69,6.75,-46.38,6:58:32
-0.25,-1.6,9.6,0.06,0.06,0,-24.87,6.06,-47.56,6:58:32
-0.24,-1.61,9.6,0,0.06,-0.06,-25.25,6.5,-47.19,6:58:32
-0.25,-1.59,9.59,-0.06,0,0.06,-25.25,6.75,-46,6:58:33
-0.22,-1.61,9.6,-0.06,0.12,0,-24.87,6.75,-46.69,6:58:33
-0.23,-1.59,9.58,-0.06,0,0,-24.5,6.06,-46.75,6:58:33
-0.24,-1.6,9.61,-0.06,0.06,0.06,-25.69,6.5,-46.38,6:58:33
-0.22,-1.6,9.6,0.06,0,0.06,-24.87,6.75,-46.38,6:58:33
-0.24,-1.61,9.59,0,0,0,-25.69,6.75,-46,6:58:33
-0.23,-1.61,9.6,0.06,0,-0.19,-25.69,6.75,-45.69,6:58:34
-0.24,-1.58,9.58,-0.19,0.06,0,-24.19,6.75,-47.19,6:58:34
-0.21,-1.6,9.6,-0.06,0.06,-0.06,-25.69,7.19,-46.38,6:58:34
-0.24,-1.6,9.61,-0.06,0,-0.06,-24.87,6.75,-46,6:58:34
-0.24,-1.6,9.59,0,0,0.06,-26,6.75,-45.69,6:58:34
-0.24,-1.61,9.57,-0.06,-0.19,0.12,-24.19,6.75,-46.38,6:58:34
-0.22,-1.59,9.61,-0.06,0.06,0,-24.87,6.06,-46.38,6:58:34
-0.24,-1.6,9.57,-0.12,0,0.06,-24.87,6.75,-46.38,6:58:35
-0.23,-1.6,9.57,0,0.06,-0.06,-24.87,6.75,-47.56,6:58:35
-0.23,-1.61,9.58,0,-0.19,0.06,-25.25,7.19,-46.38,6:58:35
-0.23,-1.59,9.61,0.12,0,0,-25.69,6.75,-46.38,6:58:35
-0.24,-1.59,9.61,0,0.06,-0.06,-26.37,6.5,-45.19,6:58:35
-0.23,-1.59,9.58,0,-0.12,0,-24.87,7.19,-46.38,6:58:35
-0.22,-1.59,9.6,0.12,0.06,0.12,-25.25,6.75,-46.38,6:58:36
-0.23,-1.6,9.58,0,-0.06,0.12,-24.5,6.06,-46,6:58:36
-0.24,-1.61,9.58,0,0,0,-25.25,6.75,-46.75,6:58:36
-0.25,-1.6,9.59,0.06,-0.06,0.06,-25.25,6.5,-47.56,6:58:36
-0.23,-1.62,9.6,-0.06,0,0,-25.69,6.5,-46.75,6:58:36
-0.22,-1.62,9.59,-0.19,0.06,0,-25.25,6.06,-46.75,6:58:36
-0.22,-1.6,9.58,-0.06,0,0.06,-25.25,6.06,-46.38,6:58:37
-0.22,-1.6,9.6,0.06,-0.06,0,-25.25,6.75,-45.56,6:58:37
-0.24,-1.62,9.61,0.06,0,0,-24.87,6.75,-46.75,6:58:37
-0.22,-1.62,9.64,0.06,0.06,0.12,-25.69,6.75,-46.75,6:58:37
-0.24,-1.6,9.6,-0.06,0,0.06,-25.25,6.75,-45.56,6:58:37
-0.23,-1.61,9.58,0,-0.06,0.19,-25.69,6.06,-46.75,6:58:37
-0.23,-1.59,9.59,0,0.06,-0.06,-24.87,6.06,-46.75,6:58:38
